05/01/2022,11:48:46,Europe/London,Express Checkout Payment,GBP,-119.00,0.00,-119.00,-119.00,0K46495828043370B,paypal@amara.co.uk,Amara Living Limited,,,0.00,0.00,,2VT27988X9799373C
05/01/2022,11:48:46,Europe/London,Bank Deposit to PP Account,GBP,119.00,0.00,119.00,0.00,4RF76480NG457770Y,,,Bank of Scotland plc,7160,0.00,0.00,,0K46495828043370B
06/01/2022,00:04:21,Europe/London,Pre-approved Payment Bill User Payment,GBP,-148.31,0.00,-148.31,-148.31,3CL27736BA2278307,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4563492473763297,B-4XW44054NP5542146
06/01/2022,00:04:21,Europe/London,Bank Deposit to PP Account,GBP,148.31,0.00,148.31,0.00,31732118P10445400,,,Bank of Scotland plc,7160,0.00,0.00,P4563492473763297,3CL27736BA2278307
06/01/2022,13:13:56,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,4RF64702YS778651U,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P18E6C87AF,B-37K37589RN914044V
06/01/2022,13:13:56,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,0BC60422WH003083R,,,Bank of Scotland plc,7160,0.00,0.00,P18E6C87AF,4RF64702YS778651U
09/01/2022,12:40:59,Europe/London,Express Checkout Payment,GBP,-175.25,0.00,-175.25,-175.25,8G41794554294190C,mary@analoguewonderland.co.uk,Analogue Wonderland,,,0.00,0.00,c23670435676332.1,
09/01/2022,12:40:59,Europe/London,Bank Deposit to PP Account,GBP,175.25,0.00,175.25,0.00,3A915605SM866581S,,,Bank of Scotland plc,7160,0.00,0.00,c23670435676332.1,8G41794554294190C
11/01/2022,14:17:51,Europe/London,Express Checkout Payment,GBP,-284.71,0.00,-284.71,-284.71,0HM408115D510760V,PhilipsHue-Paypal@luzernsolutions.com,LUZERN ECOMMERCE LTD,,,0.00,0.00,PHGB9000086389,
11/01/2022,14:17:51,Europe/London,Bank Deposit to PP Account,GBP,284.71,0.00,284.71,0.00,7US9654927413845S,,,Bank of Scotland plc,7160,0.00,0.00,PHGB9000086389,0HM408115D510760V
11/01/2022,14:26:53,Europe/London,Express Checkout Payment,GBP,"-1,540.80",0.00,"-1,540.80","-1,540.80",80C47333EL187230N,rcjf@astonandfincher.co.uk,Aston & Fincher,,,0.00,0.00,1000144078,
11/01/2022,14:26:53,Europe/London,Bank Deposit to PP Account,GBP,"1,540.80",0.00,"1,540.80",0.00,8LA6948378223992T,,,Bank of Scotland plc,7160,0.00,0.00,1000144078,80C47333EL187230N
11/01/2022,16:13:29,Europe/London,Express Checkout Payment,GBP,-496.26,0.00,-496.26,-496.26,70T684328G5644240,sales@salonsdirect.co.uk,Salons Direct Ltd,,,0.00,0.00,2000909092,
11/01/2022,16:13:29,Europe/London,Bank Deposit to PP Account,GBP,496.26,0.00,496.26,0.00,86B098299M704742Y,,,Bank of Scotland plc,7160,0.00,0.00,2000909092,70T684328G5644240
12/01/2022,18:24:04,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,1W21414099236840W,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P1901275CC,B-62G64018SH768960T
12/01/2022,18:24:04,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,6WF09921PS778645J,,,Bank of Scotland plc,7160,0.00,0.00,P1901275CC,1W21414099236840W
13/01/2022,16:53:53,Europe/London,Express Checkout Payment,GBP,-399.00,0.00,-399.00,-399.00,9W782492KU064873B,paypal@parkcameras.com,Park Cameras Ltd,,,0.00,0.00,WEB7234313,
13/01/2022,16:53:53,Europe/London,Bank Deposit to PP Account,GBP,399.00,0.00,399.00,0.00,3SW77486AA459830S,,,Bank of Scotland plc,7160,0.00,0.00,WEB7234313,9W782492KU064873B
15/01/2022,10:28:06,Europe/London,Bank Deposit to PP Account,GBP,221.27,0.00,221.27,221.27,87815528NY9814812,,,Bank of Scotland plc,7160,0.00,0.00,v2_da518631-a24a-4e94-9b34-5b71a0324dcb_2_10,9WS21997WX9353319
15/01/2022,10:28:06,Europe/London,General Currency Conversion,GBP,-221.27,0.00,-221.27,0.00,3F199772E6107741B,,,,,0.00,0.00,v2_da518631-a24a-4e94-9b34-5b71a0324dcb_2_10,9WS21997WX9353319
16/01/2022,19:55:13,Europe/London,Bank Deposit to PP Account,GBP,26.70,0.00,26.70,26.70,2M182446PP535111M,,,Bank of Scotland plc,7160,0.00,0.00,3714549,3VD32277Y3905952B
16/01/2022,19:55:13,Europe/London,General Currency Conversion,GBP,-26.70,0.00,-26.70,0.00,98289243YC420043W,,,,,0.00,0.00,3714549,3VD32277Y3905952B
